cui,nombre_proyecto,sector_code
2066847,"PUESTA EN VALOR E INVESTIGACION ARQUEOLOGICA DE LA HUACA LAS VENTANAS BOSQUE DE POMAC, DISTRITO DE PITIPO - FERRENAFE - LAMBAYEQUE",CULTURE
2078027,CONSTRUCCION DE DEPOSITOS Y TALLERES EN EL MUSEO NACIONAL DE LA CULTURA PERUANA,CULTURE
2088060,ACONDICIONAMIENTO Y PUESTA EN VALOR DE HUACA LAS BALSAS DEL DISTRITO DE TUCUME PROV. DE LAMBAYEQUE,CULTURE
2094208,IMPLEMENTACION DE LA VISITA TURISTICA NOCTURNA A LOS PRINCIPALES MONUMENTOS DEL COMPLEJO ARQUEOLOGICO DE PACHACAMAC,CULTURE
2094950,"RECUPERACION Y PUESTA EN VALOR DEL CAMINO TRONCAL DEL CHINCHAYSUYU, TRAMO HAWKAYPATA - IZCUCHACA",CULTURE
2112674,PUESTA EN VALOR DEL COMPLEJO ARQUEOLOGICO EL PARAISO - DISTRITO SAN MARTIN DE PORRES - LIMA,CULTURE
2113040,ACONDICIONAMIENTO Y PUESTA EN VALOR DEL MONUMENTO ARQUEOLOGICO CERRO PATAPO - DISTRITO DE PATAPO - PROVINCIA DE CHICLAYO.,CULTURE
2115735,CONSTRUCCION Y EQUIPAMIENTO DEL MUSEO DE SITIO JULIO C. TELLO DE PARACAS,CULTURE
2133730,"RESTAURACION Y PUESTA EN VALOR DEL SECTOR PAQCHAYOQ SUB SECTOR SUR OESTE (A, B, C Y D) DEL PARQUE ARQUEOLOGICO DE CHOQUEQUIRAO",CULTURE
2133731,"RESTAURACIÓN Y PUESTA EN VALOR DEL MONUMENTO PRE HISPÁNICO DEL PARQUE ARQUEOLÓGICO DE OLLANTAYTAMBO, ZONA ARQUEOLÓGICA DE PEROLNIYOC, SECTOR II-RAQAYPATA",CULTURE
2133732,"RESTAURACION Y PUESTA EN VALOR DEL MONUMENTO PRE HISPANICO ZONA ARQUEOLOGICA DE PLAZA KANCHA-SECTORES 1, 2 Y 3 - TOQRA COLQUEPATA",CULTURE
2133733,RESTAURACIÓN Y PUESTA EN VALOR DEL MONUMENTO PREHISPÁNICO ZONA ARQUEOLÓGICA DE QOTAKALLI,CULTURE
2133734,"RESTAURACION Y PUESTA EN VALOR DEL MONUMENTO PRE HISPANICO PARQUE ARQUEOLOGICO DE TIPON, SECTOR PUKARA ALTO",CULTURE
2133735,RECUPERACION Y PUESTA EN VALOR DEL CAMINO RITUAL INKA TRAMO: QORIKANCHA - WANAKAURI,CULTURE
2135273,"¿	RESTAURACION DE MUROS PERIMETRALES, DEL SECTOR OESTE DEL CONJUNTO  AMURALLADO XLLANGCHIC -AN DEL COMPLEJO ARQUEOLOGICO DE CHAN CHAN",CULTURE
2144025,"PUESTA EN VALOR DEL SECTOR II - KALLANKAS, INCAHUASI Y PORTADAS DEL COMPLEJO ARQUEOLÓGICO DE HUANUCO PAMPA.",CULTURE
2144055,RESTAURACIÓN Y PUESTA EN VALOR DEL MONUMENTO HISTÓRICO ARTÍSTICO TEMPLO SAN JUAN BAUTISTA DE QUIÑOTA,CULTURE
2144064,"PUESTA EN VALOR DEL MONUMENTO PRE HISPANICO PARQUE ARQUEOLOGICO DE SAQSAYWAMAN SECTOR INKILLTAMBO (INKA CÁRCEL) - SUB SECTOR A, PROVINCIA Y DEPARTAMENTO DEL CUSCO",CULTURE
2144065,RESTAURACION Y PUESTA EN VALOR DEL MONUMENTO ARQUEOLOGICO DE MORRO DE ETEN,CULTURE
2144067,"PUESTA EN VALOR DEL MONUMENTO COLONIAL RELIGIOSO, IGLESIA DE TINTA, PROVINCIA DE CANCHIS, DEPARTAMENTO DE CUSCO",CULTURE
2144069,"PUESTA EN VALOR DEL MONUMENTO HISTORICO ARTISTICO TEMPLO DE LA VIRGEN DE ASUNCION DE HUAQUIRCA, PROVINCIA DE ANTABAMBA- REGION DE APURIMAC",CULTURE
2144074,AMPLIACION Y MEJORAMIENTO DEL MUSEO NACIONAL DE SICAN - DISTRITO DE FERREÑAFE - PROVINCIA DE FERREÑAFE - LAMBAYEQUE,CULTURE
2145428,"PUESTA EN VALOR DEL MONUMENTO COLONIAL RELIGIOSO, TEMPLO SAN COSME Y SAN DAMIAN DE LARES, PROVINCIA DE CALCA Y DEPARTAMENTO DEL CUSCO",CULTURE
2152556,"RECUPERACION DEL MONUMENTO VIRREINAL CONJUNTO RELIGIOSO SAN JUAN BAUTISTA DE HUAYLLABAMBA, PROVINCIA DE URUBAMBA, DEPARTAMENTO DE CUSCO",CULTURE
2152759,"RECUPERACION DE RESTOS DE MUROS DE DEFENSA RIBEREÑA PRE HISPANICAEN EL RIO VILCANOTA SECTOR PACCA, DISTRITO Y PROVINCIA URUBAMBA -CUSCO",CULTURE
2158465,PUESTA EN VALOR DEL CONJUNTO H-LAS HORNACINAS DEL SECTOR II DEL SITIO ARQUEOLOGICO DE HUAYCAN DE CIENEGUILLA EN EL DISTRITO DE CIENEGUILLA - LIMA,CULTURE
2158467,"RECUPERACION DEL ENCAUZAMIENTO PRE HISPANICO PUQRO TRAMO PUENTE MOLLOQOCHA - SAPANTIANA, EN EL PARQUE ARQUEOLOGICO DE SAQSAYWAMAN EN LA PROVINCIA Y DEPARTAMENTO DEL CUSCO",CULTURE
2158468,RECUPERACIÓN DEL MONUMENTO PRE HISPANICO DEL PARQUE ARQUEOLOGICO DE TETEQAQA PROVINCIA DE CUSCO REGION CUSCO,CULTURE
2158470,"RECUPERACION DEL MONUMENTO VIRREINAL RELIGIOSO, TEMPLO MAYOR SAN FRANCISCO DE ASIS DE MARAS - PROVINCIA DE URUBAMBA- DEPARTAMENTO DEL CUSCO",CULTURE
2158472,RECUPERACION DEL MONUMENTO PREHISPANICO DEL SECTOR Q´ENTEPATA DEL PARQUE ARQUEOLOGICO DE CHINCHERO - URUBAMBA - CUSCO,CULTURE
2158490,PUESTA EN VALOR DEL COMPLEJO ARQUEOLOGICO DE PAMPA GRANDE,CULTURE
2158492,PUESTA EN VALOR DEL COMPLEJO ARQUEOLOGICO DE SALTUR DE LA LOCALIDAD DE ZAÑA,CULTURE
2165947,"MEJORAMIENTO DE LOS SERVICIOS  CULTURALES DEL MUSEO PACHACAMAC EN EL DISTRITO DE LURÍN, PROVINCIA DE LIMA- DEPARTAMENTO DE LIMA",CULTURE
2172412,MEJORAMIENTO DEL SERVICIO DE DOCUMENTACION AUDIOVISUAL Y FONOGRÁFICO DEL INSTITUTO NACIONAL DE RADIO Y TELEVISION DEL PERU,CULTURE
2172422,"MEJORAMIENTO DEL SERVICIO DE EXHIBICION EN LA QUINTA DEL VIRREY PEZUELA EN EL MUSEO NACIONAL DE ARQUEOLOGIA, ANTROPOLOGIA E HISTORIA DEL PERU, DPTO. DE LIMA, PROV. DE LIMA, DIST. DE PUEBLO LIBRE",CULTURE
2172950,RECUPERACION DEL MONUMENTO PRE HISPANICO SECTORES A Y B DEL SITIO ARQUEOLOGICO DE RAQAYRAQAYNIYUQ DISTRITO DE SAN JERONIMO - PROVINCIA CUSCO - REGION CUSCO,CULTURE
2172957,"RECUPERACION DE LA ZONA ARQUEOLOGICA MONUMENTAL DE KOTOSH SECTOR VI, DISTRITO DE HUANUCO, PROVINCIA DE HUANUCO, DEPARTAMENTO DE HUANUCO",CULTURE
2172969,"RECUPERACIÓN DEL MONUMENTO VIRREINAL RELIGIOSO, TEMPLO PATRON SALVADOR DEL MUNDO, SAN SALVADOR - PROVINCIA CALCA - CUSCO",CULTURE
2189426,"RECUPERACION DE LA ZONA ARQUEOLÓGICA BELLAVISTA , DISTRITO DE SANTA ANITA, PROVINCIA DE LIMA, DEPARTAMENTO DE LIMA",CULTURE
2190223,"RECUPERACION Y CONCLUSION DEL MONUMENTO VIRREYNAL RELIGIOSO TEMPLO SAN PEDRO APOSTOL DISTRITO DE QUIQUIJANA, PROVINCIA QUISPICANCHI, DEPARTAMENTO CUSCO.",CULTURE
2192248,"RECUPERACION DEL SUBSECTOR A DEL SECTOR 1 DEL SITIO ARQUEOLÓGICO WIRAQOCHAPAMPA DISTRITO DE HUAMACHUCO, PROVINCIA DE SÁNCHEZ CARRIÓN- LA LIBERTAD",CULTURE
2193713,"RECUPERACION DEL MONUMENTO VIRREINAL RELIGIOSO TEMPLO SAN FRANCISCO DE LA VICTORIA DISTRITO DE VILCABAMBA, PROVINCIA DE LA CONVENCION, DEPARTAMENTO CUSCO",CULTURE
2200457,"RECUPERACION DEL SUBSECTOR PLATAFORMA A DEL SECTOR CERRO MIRAFLORES - SITIO ARQUEOLÓGICO CERRO MIRAFLORES DISTRITO DE HUAMACHUCO, PROVINCIA DE SÁNCHEZ CARRIÓN - LA LIBERTAD",CULTURE
2202725,"RECUPERACION DEL MONUMENTO VIRREINAL RELIGIOSO TEMPLO SAN JUAN BAUTISTA DE COLTA, DISTRITO DE COLTA, PROVINCIA PAUCAR DEL SARA SARA, DEPARTAMENTO AYACUCHO",CULTURE
2234955,"RECUPERACION DEL MONUMENTO PRE HISPANICO SECTOR VIII ISLA CHICO DEL SITIO ARQUEOLOGICO DE SALAPUNKU DEL PARQUE ARQUEOLOGICO DE MACHUPICCHU, DISTRITO DE MACHUPICCHU, PROVINCIA DE URUBAMBA, DEPARTAMENTO DEL CUSCO.",CULTURE
2251234,"RECUPERACION DEL CONJUNTO AMURALLADO 2 DEL SECTOR CENTRAL DE LA ZONA ARQUEOLOGICA MONUMENTAL HUACA BANDERA DISTRITO DE PACORA,PROVINCIA DE LAMBAYEQUE,DEPARTAMENTO DE LAMBAYEQUE",CULTURE
2251895,"RECUPERACION DEL MONUMENTO VIRREINAL RELIGIOSO TEMPLO SAN JUAN BAUTISTA DE OYOLO DISTRITO DE OYOLO, PROVINCIA PÁUCAR DEL SARA SARA, DEPARTAMENTO DE AYACUCHO",CULTURE
2251925,"RECUPERACION DE LA HUACA TOLEDO DEL COMPLEJO ARQUEOLOGICO CHAN CHAN DISTRITO DE HUANCHACO, PROVINCIA DE TRUJILLO - LA LIBERTAD",CULTURE
2253812,"MEJORAMIENTO DE LOS SERVICIOS CULTURALES DEL PATRIMONIO HISTORICO Y CULTURAL EN LA DIRECCION DESCONCENTRADA DE CULTURA CUSCO, PROVINCIA DE CUSCO, DEPARTAMENTO DE CUSCO",CULTURE
2254421,"RECUPERACION DEL MONUMENTO TEMPLO SANTIAGO APOSTOL DE KUÑOTAMBO, DISTRITO DE RONDOCAN, PROVINCIA DE ACOMAYO, DEPARTAMENTO DE CUSCO",CULTURE
2255863,"RECUPERACION DEL SECTOR SUR, FRONTIS OESTE Y FRONTIS SUR DEL CONJUNTO AMURALLADO CHAYHUAC AN DEL COMPLEJO ARQUEOLGICO CHAN CHAN DISTRITO DE HUANCHACO, PROVINCIA DE TRUJILLO - LA LIBERTAD",CULTURE
2257275,"RECUPERACION DEL SECTOR NORTE, FRONTIS ESTE Y FRONTIS NORTE DEL CONJUNTO AMURALLADO CHAYHUAC AN DEL COMPLEJO ARQUEOLGICO CHAN CHAN DISTRITO DE HUANCHACO, PROVINCIA DE TRUJILLO - LA LIBERTAD",CULTURE
2260355,"RECUPERACION DE LOS SECTORES A Y B DE LA ZONA ARQUEOLOGICA MONUMENTAL DE PEÑICO EN EL VALLE DE SUPE, DISTRITO DE HUAURA, HUAURA - LIMA",CULTURE
2286693,"CREACION DE LA CASA DE LA CULTURA ACCOMOCO DISTRITO DE CUSCO, PROVINCIA DE CUSCO - CUSCO",CULTURE
2046824,"ACONDICIONAMIENTO CONSERVACION Y PROTECCION DEL COMPLEJO ARQUEOLOGICO  JOTORO ¿ JAYANCA., PROVINCIA DE LAMBAYEQUE - LAMBAYEQUE",CULTURE
2057631,RESTAURACION Y PUESTA EN VALOR DEL MONUMENTO HISTORICO ARTISTICO CAPILLA DE SAN ANTONIO DE PADUA DE TAHUAY,CULTURE
2060229,RESTAURACION Y PUESTA EN VALOR DEL MONUMENTO HISTORICO ARTISTICO IGLESIA DE CAYPE,CULTURE
2088059,EQUIPAMIENTO Y ACONDICIONAMIENTO DEL MUSEO DE SITIO DEL COMPEJO ARQUEOLOGICO DE HUACA RAJADA - SIPAN - DISTRITO DE ZAÑA,CULTURE
2090491,RESTAURACION DE LOS MUROS DEL CUADRANGULO DEL CONJUNTO MARTINEZ DE COMPAÑON DEL COMPLEJO ARQUEOLOGICO DE CHAN CHAN,CULTURE
2091094,"MEJORAMIENTO DE LOS SERVICIOS ARCHIVISTICOS DEL ARCHIVO CENTRAL- MINISTERIO DE CULTURA, DISTRITO DE SAN BORJA, PROVINCIA Y DEPARTAMENTO DE LIMA",CULTURE
2094062,RESTAURACION Y PUESTA EN VALOR DEL CAMINO PREHISPANICO EN EL SECTOR DEL ARCO DE TIKA TIKA,CULTURE
2133720,"ACONDICIONAMIENTO TURISTICO DEL COMPLEJO ARQUEOLOGICO EL BRUJO DE MAGDALENA DE CAO, DISTRITO DE MAGDALENA DE CAO - ASCOPE - LA LIBERTAD",CULTURE
2158448,"RESTAURACION DE LOS MUROS PERIMETRALES DEL CONJUNTO AMURALLADO UTZH - AN, EX PALACIO GRAN CHIMU - COMPLEJO ARQUEOLOGICO CHAN CHAN",CULTURE
2190224,"RECUPERACION DEL MONUMENTO VIRREINAL RELIGIOSO TEMPLO SANTA CATALINA DE MARCACONGA DISTRITO DE SANGARARA, PROVINCIA ACOMAYO, DEPARTAMENTO CUSCO",CULTURE
2190225,"RECUPERACION DEL MONUMENTO PRE HISPANICO SECTOR QOLQAS, DEL PARQUE ARQUEOLOGICO DE RAQCHI, DISTRITO DE SAN PEDRO, PROVINCIA DE CANCHIS, DEPARTAMENTO DE CUSCO",CULTURE
2234943,"RECUPERACION RECUPERACIÓN DEL MONUMENTO PRE HISPÁNICO SECTOR VI CHOQUELLUSKA SUB SECTORES A Y B, DEL SITIO ARQUEOLÓGICO DE SALAPUNKU DEL PARQUE ARQUEOLÓGICO DE MACHUPICCHU, EN EL CENTRO POBLADO DE CHOQUELLUSCA - DISTRITO DE MACHUPICCHU - PROVINCIA DE URUBAMBA - REGIÓN CUSCO",CULTURE
2234948,"RECUPERACION DEL MONUMENTO ARQUEOLOGICO: QORIWAYRACHINA, PARQUE ARQUEOLOGICO NACIONAL DE MACHUPICCHU, DISTRITO DE MACHUPICCHU, PROVINCIA DE URUBAMBA, DEPARTAMENTO DE CUSCO",CULTURE
2234949,"RECUPERACION DEL MONUMENTO PREHISPANICO SECTOR B DEL SITIO ARQUEOLOGICO DE MACHUQ ENTE DEL PARQUE ARQUEOLOGICO DE MACHUPICCHU DISTRITO DE MACHUPICCHU, PROVINCIA DE URUBAMBA, DEPARTAMENTO DEL CUSCO",CULTURE
2234954,"RECUPERACION DEL CAMINO PREHISPANICO TRAMO PITUPUQYU - CRUZMOQO, DISTRITO DE OROPESA, PROVINCIA DE QUISPICANCHI, DEPARTAMENTO DE CUSCO",CULTURE
2246067,"CREACION DE LA CASA DE LA CULTURA, DISTRITO DE RECUAY, PROVINCIA DE RECUAY - ANCASH",CULTURE
2251549,"MEJORAMIENTO INTEGRAL DEL SERVICIO DE INTERPRETACION DEL PATRIMONIO CULTURAL MEDIANTE LA CREACION DEL MUSEO NACIONAL DEL PERU EN EL DISTRITO DE LURIN, PROVINCIA DE LIMA, DEPARTAMENTO DE LIMA",CULTURE
2259182,"RECUPERACION DE HUACA LOS GAVILANES,CEMENTERIO LOS GAVILANES,HUACA LAS ABEJAS Y HUACA FACHO DEL SECTOR SUROESTE DEL COMPLEJO ARQUEOLOGICO DE TUCUME DISTRITO DE TUCUME,PROVINCIA DE LAMBAYEQUE,DEPARTAMENTO DE LAMBAYEQUE",CULTURE
2264256,"MEJORAMIENTO DE LOS SERVICIOS DE INTERPRETACION CULTURAL DE LA HUACA ARCO IRIS DEL COMPLEJO ARQUEOLOGICO CHAN CHAN DISTRITO DE LA ESPERANZA, PROVINCIA DE TRUJILLO, LA LIBERTAD",CULTURE
2273255,"RECUPERACION Y PUESTA EN VALOR DE LA CATEDRAL SAN FRANCISCO DE ASIS DE LA CIUDAD DE AYAVIRI, PROVINCIA DE MELGAR - PUNO",CULTURE
2278404,"CREACION DE LOS SERVICIOS DE INTERCAMBIO INTERCULTURAL PARA LAS POBLACIONES INDIGENAS ASENTADAS EN LA CUENCA MEDIA DEL RÍO PUTUMAYO, DISTRITO DEL PUTUMAYO, PROVINCIA DEL PUTUMAYO DEPARTAMENTO DE LORETO",CULTURE
2281822,"RECUPERACION DE LA HUACA TAKAYNAMO DEL COMPLEJO ARQUEOLOGICO CHAN CHAN DISTRITO DE LA ESPERANZA, PROVINCIA DE TRUJILLO, LA LIBERTAD",CULTURE
2300049,"MEJORAMIENTO DEL SERVICIO DE INTERPRETACION CULTURAL DE LA HUACA LA ESMERALDA DEL COMPLEJO ARQUEOLOGICO CHAN CHAN, DISTRITO DE TRUJILLO, PROVINCIA DE TRUJILLO - LA LIBERTAD",CULTURE
2311211,AMPLIACION DE LA CAPACIDAD DE PRODUCCIÓN DE LOS PROGRAMAS TELEVISIVOS DEL INSTITUTO NACIONAL DE RADIO Y TELEVISIÓN DEL PERÚ,CULTURE
2327004,"CREACIÓN DEL SERVICIO DE INTERPRETACIÓN CULTURAL EN LA PLAZA II Y EN LAS ESTRUCTURAS A, B Y E DE LA ZONA ARQUEOLÓGICA DE HUACA DE LOS REYES DEL COMPLEJO CABALLO MUERTO, DISTRITO DE LAREDO, PROVINCIA DE TRUJILLO - LA LIBERTAD",CULTURE
2357172,"ADQUISICIÓN DE BUQUES O BOTES DE RESCATE EN EL(LA)  RESERVA INDÍGENA MURUNAHUA. EN EL DISTRITO DE YURUA, PROVINCIA ATALAYA, DEPARTAMENTO UCAYALI",CULTURE
2357178,"ADQUISICIÓN DE TERRENO PARA EDIFICACIÓN PÚBLICA EN EL(LA)  INSTITUTO NACIONAL DE RADIO Y TELEVISIÓN DEL PERÚ EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA",CULTURE
2397154,"ADQUISICIÓN DE BUQUES O BOTES DE RESCATE EN EL(LA)  RESERVA TERRITORIAL KUGAPAKORI, NAHUA, NANTI Y OTROS. EN EL DISTRITO DE MEGANTONI, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",CULTURE
2398433,"REPARACIÓN DE MONUMENTO PREHISTÓRICO EN EL(LA)  CONJUNTO AMURALLADO NIK AN DEL COMPLEJO ARQUEOLÓGICO CHAN CHAN EN LA LOCALIDAD VILLA DEL MAR, DISTRITO DE HUANCHACO, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD",CULTURE
2398439,"REPARACIÓN DE CUARTO DE BAÑO EN EL(LA)  TEATRÍN VIRGILIO RODRIGUEZ NACHE (DIRECCIÓN DESCONCENTRADA DE CULTURA LA LIBERTAD) EN LA LOCALIDAD TRUJILLO, DISTRITO DE TRUJILLO, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD",CULTURE
2398441,"ADQUISICIÓN DE EQUIPO DE COMUNICACIÓN DE INFORMACIÓN DE RADIO FRECUENCIA, ADQUISICIÓN DE BLOQUE DE MEDICIÓN, ADQUISICIÓN DE COMPUTADORES DE ESCRITORIO, ADQUISICIÓN DE PROYECTORES MULTIMEDIA Y ADQUISICIÓN DE COMPUTADORES PERSONALES EN EL(LA)  MUSEO DE SITIO CHAN CHAN EN LA LOCALIDAD VILLA DEL MAR, DISTRITO DE HUANCHACO, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD",CULTURE
2398679,"ADQUISICIÓN DE AVIONES NO TRIPULADOS OBJETIVO O DE RECONOCIMIENTO, ADQUISICIÓN DE COMPUTADORES DE ESCRITORIO, ADQUISICIÓN DE IMPRESORAS DE MÚLTIPLES FUNCIONES, ADQUISICIÓN DE COMPUTADORES PERSONALES Y ADQUISICIÓN DE PROYECTORES MULTIMEDIA EN EL(LA)  PROYECTO ESPECIAL COMPLEJO ARQUEOLÓGICO CHAN CHAN EN LA LOCALIDAD VILLA DEL MAR, DISTRITO DE HUANCHACO, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD",CULTURE
2398734,"ADQUISICIÓN DE LIBROS PARA ENTRETENIMIENTO EN EL(LA)  DIRECCIÓN DEL LIBRO Y LA LECTURA DEL MINISTERIO DE CULTURA EN LA LOCALIDAD SAN FRANCISCO DE BORJA, DISTRITO DE SAN BORJA, PROVINCIA LIMA, DEPARTAMENTO LIMA",CULTURE
2398740,"ADQUISICIÓN DE EQUIPOS DE ORIENTACIÓN, ADQUISICIÓN DE ESTACIONES DE TRABAJO PARA COMPUTADORES Y ADQUISICIÓN DE IMPRESORAS DE PLOTTER EN EL(LA)  DIRECCIÓN DE CATASTRO Y SANEAMIENTO FÍSICO LEGAL DEL MINISTERIO DE CULTURA EN LA LOCALIDAD SAN FRANCISCO DE BORJA, DISTRITO DE SAN BORJA, PROVINCIA LIMA, DEPARTAMENTO LIMA",CULTURE
2398990,"ADQUISICION DE SERVIDORES DE COMPUTADOR DE GAMA ALTA, MONITOR DE AUDIO, ENRUTADORES (ROUTERS) DE RED, CONVERTIDOR DE ESTANDARES DE VIDEO, DISTRIBUIDOR DE VIDEO Y ADQUISICION DE COMPONENTE DE RACK DE COMPUTADOR EN EL IRTP EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, LIMA, LIMA",CULTURE
2399355,"ADQUISICIÓN DE TERRENO PARA EDIFICACIÓN PÚBLICA EN EL(LA)  SECTOR CRISTO BLANCO DEL PARQUE ARQUEOLOGICO DE SAQSAYWAMAN EN LA LOCALIDAD FORTALEZA SACSAYHUAMAN, DISTRITO DE CUSCO, PROVINCIA CUSCO, DEPARTAMENTO CUSCO",CULTURE
2399440,"RENOVACIÓN DE CUARTO DE BAÑO Y RENOVACIÓN DE ALFOMBRAS EN EL(LA)  AUDITORIO ANTENOR ORREGO (DIRECCIÓN DESCONCENTRADA DE CULTURA LA LIBERTAD) EN LA LOCALIDAD TRUJILLO, DISTRITO DE TRUJILLO, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD",CULTURE
2399643,"ADQUISICIÓN DE PROCESADORES DE UNIDAD DE PROCESAMIENTO CENTRAL CPU, ADQUISICIÓN DE MONITORES DE PANTALLA TÁCTIL (TOUCH), ADQUISICIÓN DE TECLADOS, ADQUISICIÓN DE PROYECTORES MULTIMEDIA Y ADQUISICIÓN DE TELEVISORES EN EL(LA)  BIBLIOTECA VIRTUAL PARQUE ARQUEOLOGICO DE MACHUPICCHU EN LA LOCALIDAD MACHUPICCHU, DISTRITO DE MACHUPICCHU, PROVINCIA URUBAMBA, DEPARTAMENTO CUSCO",CULTURE
2399740,"ADQUISICIÓN DE COMPUTADORES DE ESCRITORIO, ADQUISICIÓN DE KITS DE INSTALACIÓN O MODIFICACIÓN DE EQUIPOS DE TELECOMUNICACIONES Y ADQUISICIÓN DE KITS DE INSTALACIÓN O MODIFICACIÓN DE EQUIPOS DE TELECOMUNICACIONES EN EL(LA)  UNIDAD EJECUTORA 007 MARCAHUAMACHUCO EN LA LOCALIDAD HUAMACHUCO, DISTRITO DE HUAMACHUCO, PROVINCIA SANCHEZ CARRION, DEPARTAMENTO LA LIBERTAD",CULTURE
2399750,"RENOVACIÓN DE TECHOS BLANDOS DESMONTABLES, REPARACIÓN DE CUARTO DE BAÑO Y REPARACIÓN DE VEREDA EN EL(LA)  SITIO ARQUEOLÓGICO SAN JOSÉ DE MORO EN LA LOCALIDAD SAN JOSE DE MORO (MORO), DISTRITO DE PACANGA, PROVINCIA CHEPEN, DEPARTAMENTO LA LIBERTAD",CULTURE
2399800,"REPARACIÓN DE AMBIENTE U OFICINA DE SEDE ADMINISTRATIVA EN EL(LA)  UNIDAD DE INVESTIGACIÓN, CONSERVACIÓN Y PUESTA EN VALOR (PROYECTO ESPECIAL COMPLEJO ARQUEOLÓGICO CHAN CHAN) EN LA LOCALIDAD VILLA DEL MAR, DISTRITO DE HUANCHACO, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD",CULTURE
2399963,"RENOVACIÓN DE INODOROS O EXCUSADOS EN EL(LA)  REHABILITACION DE LOS SS.HH DEL MUSEO NACIONAL TUMBAS REALES DE SIPAN EN EL DISTRITO DE LAMBAYEQUE, PROVINCIA LAMBAYEQUE, DEPARTAMENTO LAMBAYEQUE",CULTURE
2399968,"ADQUISICIÓN DE MONITORES DE PANTALLA TÁCTIL (TOUCH), ADQUISICIÓN DE PROCESADORES DE UNIDAD DE PROCESAMIENTO CENTRAL CPU, ADQUISICIÓN DE TECLADOS Y ADQUISICIÓN DE ESCÁNERES EN EL(LA)  BIBLIOTECA ESPECIALIZADA DE LA DIRECCION DESCONCENTRADA DE CULTURA EN LA LOCALIDAD WANCHAQ, DISTRITO DE WANCHAQ, PROVINCIA CUSCO, DEPARTAMENTO CUSCO",CULTURE
2399969,"ADQUISICIÓN DE EQUIPOS DE ORIENTACIÓN EN EL(LA)  DIRECCIÓN DE CERTIFICACIONES DEL MINISTERIO DE CULTURA. EN LA LOCALIDAD SAN FRANCISCO DE BORJA, DISTRITO DE SAN BORJA, PROVINCIA LIMA, DEPARTAMENTO LIMA",CULTURE
2400011,"ADQUISICIÓN DE RETROEXCAVADORAS Y ADQUISICIÓN DE AIRE ACONDICIONADO PORTÁTIL PARA USO DOMÉSTICO EN EL(LA)  RECUPERACIÓN DE LA HISTORIA SOCIAL - SEDE CARAL, SEDE ÁSPERO Y SEDE VICHAMA EN LA LOCALIDAD CARAL, DISTRITO DE SUPE, PROVINCIA BARRANCA, DEPARTAMENTO LIMA",CULTURE
